-1.045108592549965493e-02,2.298124006935628200e-03,-3.792348785837934945e-04,1.069336566381427187e-04,2.999094438211642212e-03,-6.986852964996655277e-04,-1.218264251859741982e-03,-1.212738344907593252e-03,7.440426265758628629e-03,-9.869027272512934795e-04,7.864073979971674232e-06,-7.257602744154232092e-04
1.600064471615356143e-03,-1.566047329873646379e-02,-1.846848961621671615e-04,-7.832583053797648794e-04,-6.019796931681553089e-03,-6.695429557197369328e-04,4.711486967812444741e-03,-1.176398278476019528e-03,-6.408856767370668846e-03,5.825608710510817197e-04,-6.520581929360437252e-04,1.636869294806315208e-03
-7.554420904179779501e-04,1.497082932495898778e-05,-1.416040910209207622e-03,-3.600484441895847646e-04,-2.795918088456114930e-03,-3.951097221491893388e-04,2.733746366420986441e-03,-5.522497125075219405e-04,-5.698897902411553546e-04,-1.891439508956797844e-04,-3.922690748610423270e-04,-3.925949603489275130e-05
-9.735246992573744142e-05,-8.180986006143824065e-04,-4.542414012194214324e-04,-6.839011754602785731e-04,-2.296279873869567448e-03,-4.065030652429070589e-04,-7.408413325090076364e-04,-5.939375274416321474e-04,-2.319089036453749190e-06,-3.774733098074128197e-04,-4.683565131440333004e-04,-6.586758644226228419e-04
5.234478497765255971e-03,-6.980695564135245765e-03,-1.621339399516089118e-03,-6.634720307756722868e-04,-4.581613173915055626e-02,1.717085383864804015e-03,4.979593932028083224e-03,-1.174422289505569960e-03,3.363621415449958955e-03,-1.892322537635176714e-03,-5.915056064862067239e-04,1.839566097932388705e-03
-9.895847947175009582e-04,-6.994234472062408042e-04,-4.135824565650165997e-04,-4.027428837386138509e-04,4.434050114673835350e-04,-6.963655980323049969e-04,-9.456969526183919318e-04,-6.397331856741080014e-04,-5.894571037491365650e-05,-3.972493278361196515e-04,-4.623514297264577654e-04,-3.205373003718368571e-04
-4.339018534789936335e-04,2.511282629018025698e-03,2.699413498820927605e-03,-6.162145221250059021e-04,3.068108779610753938e-03,-7.662085775608391000e-04,-2.990352394074401177e-02,-1.249450703798555065e-03,4.324218892981016721e-03,-1.903179428035447216e-03,-7.849796216688782616e-04,3.881909413147355313e-04
-1.383818182856770508e-03,-1.017999013258499884e-03,-3.258883857598080837e-04,-3.955684361447384394e-04,-2.200524945785684288e-03,-4.308336677486575696e-04,-1.333358121087329382e-03,-1.211291746816246621e-03,-2.138087021268075783e-04,-3.619814289312158384e-04,-4.034995254535871968e-04,-2.242721851141955618e-04
3.322392403224469406e-03,-4.141288265660972301e-03,-1.447356880529389539e-03,-6.749220176573534442e-04,4.842798106478631188e-03,-5.924763862364605498e-04,3.857014359633907478e-03,-1.488708718294968689e-03,-4.725020997301898618e-02,1.544914724016780002e-03,-6.807832876685653099e-04,4.807848367573299038e-03
-1.024561654770613601e-03,6.724022367190434597e-04,-2.578637235943516404e-04,-3.374567452752139682e-04,-2.874134011026679546e-03,-4.044615714483616145e-04,-1.841677825188121941e-03,-4.978879593953603822e-04,2.106220943838539236e-03,-1.643015941061705832e-03,-4.368240398823081670e-04,-6.850036228032698946e-04
-4.689480296537965455e-05,-9.296662717880956094e-04,-4.672134936962753357e-04,-3.989528085898732786e-04,-1.903182801460282262e-03,-4.536416479210999262e-04,-7.534197798504513235e-04,-6.209382074513083256e-04,-8.118272965594809567e-04,-4.168365792194684140e-04,-7.440630842337803185e-04,-1.901689973674265211e-04
-5.441513872608241993e-04,1.624366962173296250e-03,-5.711126982829332422e-05,-6.890770730811322537e-04,-5.248726720841850836e-04,-3.377941481998283165e-04,-4.223375551979396568e-04,-3.413667528712681603e-04,5.850245274874261818e-03,-7.343600742841933622e-04,-4.217382064080748834e-04,-2.649656564695318517e-03
