,sim,a,b,mean,variance,N,n,distance_assembly,distance_optimal,distance_naive,spp_name,ab_original,ab_optimal,ab_subcomm,ab_naive,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20
4,28.0,1.0,1.0,9.625,12.734375,8.0,4.0,0.21924620043058543,0.2192462004305817,0.8256083348927954,spp5,0.733900091629849,2.113827730128657,2.11382773012888,0.733900091629849,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142
5,28.0,1.0,1.0,9.625,12.734375,8.0,4.0,0.21924620043058543,0.2192462004305817,0.8256083348927954,spp6,1.8524745366681,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
6,28.0,1.0,1.0,9.625,12.734375,8.0,4.0,0.21924620043058543,0.2192462004305817,0.8256083348927954,spp7,1.68923978694119,3.2005006566503593,3.2005006566505,1.68923978694119,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0
7,28.0,1.0,1.0,9.625,12.734375,8.0,4.0,0.21924620043058543,0.2192462004305817,0.8256083348927954,spp8,2.18267646552854,2.5277507017891283,2.52775070178914,2.18267646552854,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0
0,28.0,1.0,1.0,9.625,12.734375,8.0,5.0,0.06747824597151618,0.06747824597151698,0.47004455907383147,spp1,2.01163000401527,2.8538774520626218,2.85387745206233,2.01163000401527,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
1,28.0,1.0,1.0,9.625,12.734375,8.0,5.0,0.06747824597151618,0.06747824597151698,0.47004455907383147,spp2,0.649121431730685,0.9261594893828617,0.926159489382898,0.649121431730685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
2,28.0,1.0,1.0,9.625,12.734375,8.0,5.0,0.06747824597151618,0.06747824597151698,0.47004455907383147,spp3,0.791387680475972,1.627244757293928,1.62724475729401,0.791387680475972,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0
3,28.0,1.0,1.0,9.625,12.734375,8.0,5.0,0.06747824597151618,0.06747824597151698,0.47004455907383147,spp4,0.308840613194359,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
4,28.0,1.0,1.0,9.625,12.734375,8.0,5.0,0.06747824597151618,0.06747824597151698,0.47004455907383147,spp5,0.733900091629849,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142
5,28.0,1.0,1.0,9.625,12.734375,8.0,5.0,0.06747824597151618,0.06747824597151698,0.47004455907383147,spp6,1.8524745366681,2.526589907884177,2.52658990788433,1.8524745366681,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
6,28.0,1.0,1.0,9.625,12.734375,8.0,5.0,0.06747824597151618,0.06747824597151698,0.47004455907383147,spp7,1.68923978694119,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0
7,28.0,1.0,1.0,9.625,12.734375,8.0,5.0,0.06747824597151618,0.06747824597151698,0.47004455907383147,spp8,2.18267646552854,2.1830390296592697,2.18303902965927,2.18267646552854,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0
0,28.0,1.0,1.0,9.625,12.734375,8.0,6.0,0.012918608604925722,0.012918608604921953,0.0706008774189258,spp1,2.01163000401527,2.359358338631583,2.35935833863119,2.01163000401527,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
1,28.0,1.0,1.0,9.625,12.734375,8.0,6.0,0.012918608604925722,0.012918608604921953,0.0706008774189258,spp2,0.649121431730685,0.7870704937479361,0.787070493747936,0.649121431730685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
2,28.0,1.0,1.0,9.625,12.734375,8.0,6.0,0.012918608604925722,0.012918608604921953,0.0706008774189258,spp3,0.791387680475972,1.1327402971494043,1.13274029714936,0.791387680475972,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0
3,28.0,1.0,1.0,9.625,12.734375,8.0,6.0,0.012918608604925722,0.012918608604921953,0.0706008774189258,spp4,0.308840613194359,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
4,28.0,1.0,1.0,9.625,12.734375,8.0,6.0,0.012918608604925722,0.012918608604921953,0.0706008774189258,spp5,0.733900091629849,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142
5,28.0,1.0,1.0,9.625,12.734375,8.0,6.0,0.012918608604925722,0.012918608604921953,0.0706008774189258,spp6,1.8524745366681,2.0739791938964443,2.07397919389644,1.8524745366681,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
6,28.0,1.0,1.0,9.625,12.734375,8.0,6.0,0.012918608604925722,0.012918608604921953,0.0706008774189258,spp7,1.68923978694119,1.583947006232322,1.58394700623262,1.68923978694119,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0
7,28.0,1.0,1.0,9.625,12.734375,8.0,6.0,0.012918608604925722,0.012918608604921953,0.0706008774189258,spp8,2.18267646552854,2.2280099659849744,2.22800996598505,2.18267646552854,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0
0,28.0,1.0,1.0,9.625,12.734375,8.0,7.0,0.00514362772853332,0.0051436277285239855,0.013626074908323956,spp1,2.01163000401527,2.1907953211459574,2.19079532114556,2.01163000401527,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
1,28.0,1.0,1.0,9.625,12.734375,8.0,7.0,0.00514362772853332,0.0051436277285239855,0.013626074908323956,spp2,0.649121431730685,0.6910902393334749,0.691090239333419,0.649121431730685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
2,28.0,1.0,1.0,9.625,12.734375,8.0,7.0,0.00514362772853332,0.0051436277285239855,0.013626074908323956,spp3,0.791387680475972,1.0304052708297353,1.03040527082958,0.791387680475972,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0
3,28.0,1.0,1.0,9.625,12.734375,8.0,7.0,0.00514362772853332,0.0051436277285239855,0.013626074908323956,spp4,0.308840613194359,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
4,28.0,1.0,1.0,9.625,12.734375,8.0,7.0,0.00514362772853332,0.0051436277285239855,0.013626074908323956,spp5,0.733900091629849,0.590772847700548,0.590772847700858,0.733900091629849,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142
5,28.0,1.0,1.0,9.625,12.734375,8.0,7.0,0.00514362772853332,0.0051436277285239855,0.013626074908323956,spp6,1.8524745366681,1.9325751624672403,1.93257516246714,1.8524745366681,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
6,28.0,1.0,1.0,9.625,12.734375,8.0,7.0,0.00514362772853332,0.0051436277285239855,0.013626074908323956,spp7,1.68923978694119,1.5976797760274688,1.59767977602783,1.68923978694119,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0
7,28.0,1.0,1.0,9.625,12.734375,8.0,7.0,0.00514362772853332,0.0051436277285239855,0.013626074908323956,spp8,2.18267646552854,2.1714591242131314,2.17145912421314,2.18267646552854,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0
0,28.0,1.0,1.0,9.625,12.734375,8.0,8.0,1.7816438951856107e-26,1.4263862565452483e-16,0.0,spp1,2.01163000401527,2.011630004015264,2.01163000401455,2.01163000401527,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
1,28.0,1.0,1.0,9.625,12.734375,8.0,8.0,1.7816438951856107e-26,1.4263862565452483e-16,0.0,spp2,0.649121431730685,0.649121431730684,0.649121431730557,0.649121431730685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
2,28.0,1.0,1.0,9.625,12.734375,8.0,8.0,1.7816438951856107e-26,1.4263862565452483e-16,0.0,spp3,0.791387680475972,0.7913876804759727,0.791387680475601,0.791387680475972,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0
3,28.0,1.0,1.0,9.625,12.734375,8.0,8.0,1.7816438951856107e-26,1.4263862565452483e-16,0.0,spp4,0.308840613194359,0.30884061319435924,0.308840613194665,0.308840613194359,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
4,28.0,1.0,1.0,9.625,12.734375,8.0,8.0,1.7816438951856107e-26,1.4263862565452483e-16,0.0,spp5,0.733900091629849,0.7339000916298495,0.733900091630373,0.733900091629849,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142
5,28.0,1.0,1.0,9.625,12.734375,8.0,8.0,1.7816438951856107e-26,1.4263862565452483e-16,0.0,spp6,1.8524745366681,1.8524745366680992,1.85247453666788,1.8524745366681,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
6,28.0,1.0,1.0,9.625,12.734375,8.0,8.0,1.7816438951856107e-26,1.4263862565452483e-16,0.0,spp7,1.68923978694119,1.689239786941197,1.68923978694169,1.68923978694119,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0
7,28.0,1.0,1.0,9.625,12.734375,8.0,8.0,1.7816438951856107e-26,1.4263862565452483e-16,0.0,spp8,2.18267646552854,2.1826764655285387,2.18267646552847,2.18267646552854,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0
0,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,1.0,0.5368526455705164,0.5368526455705159,1.5186300607038268,spp1,0.707128945640837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,1.0,0.5368526455705164,0.5368526455705159,1.5186300607038268,spp2,0.162002716955191,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0
2,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,1.0,0.5368526455705164,0.5368526455705159,1.5186300607038268,spp3,0.677114433153286,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0
3,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,1.0,0.5368526455705164,0.5368526455705159,1.5186300607038268,spp4,1.77794158070615,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625
4,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,1.0,0.5368526455705164,0.5368526455705159,1.5186300607038268,spp5,1.22050363467289,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
5,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,1.0,0.5368526455705164,0.5368526455705159,1.5186300607038268,spp6,0.273325084537905,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
6,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,1.0,0.5368526455705164,0.5368526455705159,1.5186300607038268,spp7,2.84342591719678,6.6809591388118905,6.68095913881182,2.84342591719678,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
7,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,1.0,0.5368526455705164,0.5368526455705159,1.5186300607038268,spp8,0.116868355875067,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
8,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,1.0,0.5368526455705164,0.5368526455705159,1.5186300607038268,spp9,0.192790420993724,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0625,0.0625,0.0625
0,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,2.0,0.18170522103451073,0.1817052210345096,0.9326571421887545,spp1,0.707128945640837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,2.0,0.18170522103451073,0.1817052210345096,0.9326571421887545,spp2,0.162002716955191,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0
2,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,2.0,0.18170522103451073,0.1817052210345096,0.9326571421887545,spp3,0.677114433153286,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0
3,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,2.0,0.18170522103451073,0.1817052210345096,0.9326571421887545,spp4,1.77794158070615,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625
4,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,2.0,0.18170522103451073,0.1817052210345096,0.9326571421887545,spp5,1.22050363467289,3.7242377360994636,3.72423773609983,1.22050363467289,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
5,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,2.0,0.18170522103451073,0.1817052210345096,0.9326571421887545,spp6,0.273325084537905,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
6,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,2.0,0.18170522103451073,0.1817052210345096,0.9326571421887545,spp7,2.84342591719678,4.052085442741681,4.05208544274134,2.84342591719678,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
7,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,2.0,0.18170522103451073,0.1817052210345096,0.9326571421887545,spp8,0.116868355875067,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
8,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,2.0,0.18170522103451073,0.1817052210345096,0.9326571421887545,spp9,0.192790420993724,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0625,0.0625,0.0625
0,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,3.0,0.07770584490970692,0.0777058449097068,0.3892726622372698,spp1,0.707128945640837,0.9367212535523906,0.93672125355239,0.707128945640837,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,3.0,0.07770584490970692,0.0777058449097068,0.3892726622372698,spp2,0.162002716955191,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0
2,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,3.0,0.07770584490970692,0.0777058449097068,0.3892726622372698,spp3,0.677114433153286,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0
3,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,3.0,0.07770584490970692,0.0777058449097068,0.3892726622372698,spp4,1.77794158070615,2.9700193337894794,2.97001933379002,1.77794158070615,0.0625,0.0,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625
4,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,3.0,0.07770584490970692,0.0777058449097068,0.3892726622372698,spp5,1.22050363467289,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
5,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,3.0,0.07770584490970692,0.0777058449097068,0.3892726622372698,spp6,0.273325084537905,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
6,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,3.0,0.07770584490970692,0.0777058449097068,0.3892726622372698,spp7,2.84342591719678,3.750903698305488,3.75090369830503,2.84342591719678,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
7,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,3.0,0.07770584490970692,0.0777058449097068,0.3892726622372698,spp8,0.116868355875067,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
8,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,3.0,0.07770584490970692,0.0777058449097068,0.3892726622372698,spp9,0.192790420993724,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0625,0.0625,0.0625
0,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,4.0,0.031000785169232572,0.031000785169227482,0.128216166032666,spp1,0.707128945640837,0.7823154992342001,0.782315499234212,0.707128945640837,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,4.0,0.031000785169232572,0.031000785169227482,0.128216166032666,spp2,0.162002716955191,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0
2,29.0,1.0,1.0,11.777777777777779,25.50617283950617,9.0,4.0,0.031000785169232572,0.031000785169227482,0.128216166032666,spp3,0.677114433153286,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0
