,sim,a,b,mean,variance,N,n,distance_assembly,distance_optimal,distance_naive,spp_name,ab_original,ab_optimal,ab_subcomm,ab_naive,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20
4,3.0,1.0,1.0,11.625,37.734375,8.0,1.0,0.4199361493138607,0.4199361493138599,3.6438909161239854,spp5,2.11251695319446,9.730337232157613,9.73033723215757,2.11251695319446,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
5,3.0,1.0,1.0,11.625,37.734375,8.0,1.0,0.4199361493138607,0.4199361493138599,3.6438909161239854,spp6,1.71339832594148,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
6,3.0,1.0,1.0,11.625,37.734375,8.0,1.0,0.4199361493138607,0.4199361493138599,3.6438909161239854,spp7,1.0475998863817,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0
7,3.0,1.0,1.0,11.625,37.734375,8.0,1.0,0.4199361493138607,0.4199361493138599,3.6438909161239854,spp8,0.088094924944732,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,1.0,11.625,37.734375,8.0,2.0,0.08642508959258399,0.08642508959258188,1.2995817133043281,spp1,0.440362625722547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
1,3.0,1.0,1.0,11.625,37.734375,8.0,2.0,0.08642508959258399,0.08642508959258188,1.2995817133043281,spp2,0.0131755775027061,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2,3.0,1.0,1.0,11.625,37.734375,8.0,2.0,0.08642508959258399,0.08642508959258188,1.2995817133043281,spp3,1.64031399028865,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625
3,3.0,1.0,1.0,11.625,37.734375,8.0,2.0,0.08642508959258399,0.08642508959258188,1.2995817133043281,spp4,3.191926855947,3.357480278211492,3.35748027821135,3.191926855947,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
4,3.0,1.0,1.0,11.625,37.734375,8.0,2.0,0.08642508959258399,0.08642508959258188,1.2995817133043281,spp5,2.11251695319446,6.631124667654696,6.63112466765472,2.11251695319446,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
5,3.0,1.0,1.0,11.625,37.734375,8.0,2.0,0.08642508959258399,0.08642508959258188,1.2995817133043281,spp6,1.71339832594148,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
6,3.0,1.0,1.0,11.625,37.734375,8.0,2.0,0.08642508959258399,0.08642508959258188,1.2995817133043281,spp7,1.0475998863817,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0
7,3.0,1.0,1.0,11.625,37.734375,8.0,2.0,0.08642508959258399,0.08642508959258188,1.2995817133043281,spp8,0.088094924944732,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,1.0,11.625,37.734375,8.0,3.0,0.04938382259122433,0.04938382259122258,0.5957311961518748,spp1,0.440362625722547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
1,3.0,1.0,1.0,11.625,37.734375,8.0,3.0,0.04938382259122433,0.04938382259122258,0.5957311961518748,spp2,0.0131755775027061,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2,3.0,1.0,1.0,11.625,37.734375,8.0,3.0,0.04938382259122433,0.04938382259122258,0.5957311961518748,spp3,1.64031399028865,1.6459963853759954,1.64599638537636,1.64031399028865,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625
3,3.0,1.0,1.0,11.625,37.734375,8.0,3.0,0.04938382259122433,0.04938382259122258,0.5957311961518748,spp4,3.191926855947,3.357480278211497,3.35748027821135,3.191926855947,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
4,3.0,1.0,1.0,11.625,37.734375,8.0,3.0,0.04938382259122433,0.04938382259122258,0.5957311961518748,spp5,2.11251695319446,5.088003056364687,5.08800305636445,2.11251695319446,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
5,3.0,1.0,1.0,11.625,37.734375,8.0,3.0,0.04938382259122433,0.04938382259122258,0.5957311961518748,spp6,1.71339832594148,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
6,3.0,1.0,1.0,11.625,37.734375,8.0,3.0,0.04938382259122433,0.04938382259122258,0.5957311961518748,spp7,1.0475998863817,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0
7,3.0,1.0,1.0,11.625,37.734375,8.0,3.0,0.04938382259122433,0.04938382259122258,0.5957311961518748,spp8,0.088094924944732,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,1.0,11.625,37.734375,8.0,4.0,0.029492538884805655,0.02949253888480445,0.15918872700228426,spp1,0.440362625722547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
1,3.0,1.0,1.0,11.625,37.734375,8.0,4.0,0.029492538884805655,0.02949253888480445,0.15918872700228426,spp2,0.0131755775027061,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2,3.0,1.0,1.0,11.625,37.734375,8.0,4.0,0.029492538884805655,0.02949253888480445,0.15918872700228426,spp3,1.64031399028865,1.7762151954265692,1.77621519542695,1.64031399028865,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625
3,3.0,1.0,1.0,11.625,37.734375,8.0,4.0,0.029492538884805655,0.02949253888480445,0.15918872700228426,spp4,3.191926855947,3.283418329995237,3.28341832999495,3.191926855947,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
4,3.0,1.0,1.0,11.625,37.734375,8.0,4.0,0.029492538884805655,0.02949253888480445,0.15918872700228426,spp5,2.11251695319446,3.666990291687844,3.66699029168764,2.11251695319446,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
5,3.0,1.0,1.0,11.625,37.734375,8.0,4.0,0.029492538884805655,0.02949253888480445,0.15918872700228426,spp6,1.71339832594148,1.4527535996266663,1.45275359962679,1.71339832594148,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
6,3.0,1.0,1.0,11.625,37.734375,8.0,4.0,0.029492538884805655,0.02949253888480445,0.15918872700228426,spp7,1.0475998863817,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0
7,3.0,1.0,1.0,11.625,37.734375,8.0,4.0,0.029492538884805655,0.02949253888480445,0.15918872700228426,spp8,0.088094924944732,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,1.0,11.625,37.734375,8.0,5.0,0.011758904370002564,0.011758904370010578,0.07744121149932887,spp1,0.440362625722547,0.401555887358328,0.40155588735833,0.440362625722547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
1,3.0,1.0,1.0,11.625,37.734375,8.0,5.0,0.011758904370002564,0.011758904370010578,0.07744121149932887,spp2,0.0131755775027061,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2,3.0,1.0,1.0,11.625,37.734375,8.0,5.0,0.011758904370002564,0.011758904370010578,0.07744121149932887,spp3,1.64031399028865,1.7886955648860339,1.78869556488646,1.64031399028865,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625
3,3.0,1.0,1.0,11.625,37.734375,8.0,5.0,0.011758904370002564,0.011758904370010578,0.07744121149932887,spp4,3.191926855947,3.276320119865167,3.2763201198648,3.191926855947,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
4,3.0,1.0,1.0,11.625,37.734375,8.0,5.0,0.011758904370002564,0.011758904370010578,0.07744121149932887,spp5,2.11251695319446,3.12924237260311,3.12924237260288,2.11251695319446,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
5,3.0,1.0,1.0,11.625,37.734375,8.0,5.0,0.011758904370002564,0.011758904370010578,0.07744121149932887,spp6,1.71339832594148,1.5919877214088312,1.59198772140905,1.71339832594148,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
6,3.0,1.0,1.0,11.625,37.734375,8.0,5.0,0.011758904370002564,0.011758904370010578,0.07744121149932887,spp7,1.0475998863817,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0
7,3.0,1.0,1.0,11.625,37.734375,8.0,5.0,0.011758904370002564,0.011758904370010578,0.07744121149932887,spp8,0.088094924944732,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,1.0,11.625,37.734375,8.0,6.0,0.001476847560046304,0.0014768475600507487,0.002026976871519393,spp1,0.440362625722547,0.4355337501205673,0.435533750120585,0.440362625722547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
1,3.0,1.0,1.0,11.625,37.734375,8.0,6.0,0.001476847560046304,0.0014768475600507487,0.002026976871519393,spp2,0.0131755775027061,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2,3.0,1.0,1.0,11.625,37.734375,8.0,6.0,0.001476847560046304,0.0014768475600507487,0.002026976871519393,spp3,1.64031399028865,1.603915406301447,1.60391540630184,1.64031399028865,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625
3,3.0,1.0,1.0,11.625,37.734375,8.0,6.0,0.001476847560046304,0.0014768475600507487,0.002026976871519393,spp4,3.191926855947,3.217425157743953,3.21742515774359,3.191926855947,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
4,3.0,1.0,1.0,11.625,37.734375,8.0,6.0,0.001476847560046304,0.0014768475600507487,0.002026976871519393,spp5,2.11251695319446,2.235568880541776,2.23556888054193,2.11251695319446,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
5,3.0,1.0,1.0,11.625,37.734375,8.0,6.0,0.001476847560046304,0.0014768475600507487,0.002026976871519393,spp6,1.71339832594148,1.6750013959498244,1.67500139594975,1.71339832594148,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
6,3.0,1.0,1.0,11.625,37.734375,8.0,6.0,0.001476847560046304,0.0014768475600507487,0.002026976871519393,spp7,1.0475998863817,1.0722336593752047,1.07223365937503,1.0475998863817,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0
7,3.0,1.0,1.0,11.625,37.734375,8.0,6.0,0.001476847560046304,0.0014768475600507487,0.002026976871519393,spp8,0.088094924944732,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,1.0,11.625,37.734375,8.0,7.0,4.5108009875426644e-05,4.5108009875123155e-05,8.679792126490727e-05,spp1,0.440362625722547,0.44755672140366964,0.447556721403755,0.440362625722547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
1,3.0,1.0,1.0,11.625,37.734375,8.0,7.0,4.5108009875426644e-05,4.5108009875123155e-05,8.679792126490727e-05,spp2,0.0131755775027061,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2,3.0,1.0,1.0,11.625,37.734375,8.0,7.0,4.5108009875426644e-05,4.5108009875123155e-05,8.679792126490727e-05,spp3,1.64031399028865,1.656857584122393,1.65685758412297,1.64031399028865,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625
3,3.0,1.0,1.0,11.625,37.734375,8.0,7.0,4.5108009875426644e-05,4.5108009875123155e-05,8.679792126490727e-05,spp4,3.191926855947,3.196585340853258,3.196585340853,3.191926855947,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
4,3.0,1.0,1.0,11.625,37.734375,8.0,7.0,4.5108009875426644e-05,4.5108009875123155e-05,8.679792126490727e-05,spp5,2.11251695319446,2.079085285072561,2.07908528507145,2.11251695319446,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
5,3.0,1.0,1.0,11.625,37.734375,8.0,7.0,4.5108009875426644e-05,4.5108009875123155e-05,8.679792126490727e-05,spp6,1.71339832594148,1.7609502265581958,1.76095022655929,1.71339832594148,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
6,3.0,1.0,1.0,11.625,37.734375,8.0,7.0,4.5108009875426644e-05,4.5108009875123155e-05,8.679792126490727e-05,spp7,1.0475998863817,1.0116152768119868,1.01161527681153,1.0475998863817,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0
7,3.0,1.0,1.0,11.625,37.734375,8.0,7.0,4.5108009875426644e-05,4.5108009875123155e-05,8.679792126490727e-05,spp8,0.088094924944732,0.09022366484236855,0.0902236648424992,0.088094924944732,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,1.0,11.625,37.734375,8.0,8.0,2.5626919959570234e-26,-5.758035046836032e-15,0.0,spp1,0.440362625722547,0.4403626257225427,0.44036262572276,0.440362625722547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
1,3.0,1.0,1.0,11.625,37.734375,8.0,8.0,2.5626919959570234e-26,-5.758035046836032e-15,0.0,spp2,0.0131755775027061,0.013175577502706247,0.0131755775025719,0.0131755775027061,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2,3.0,1.0,1.0,11.625,37.734375,8.0,8.0,2.5626919959570234e-26,-5.758035046836032e-15,0.0,spp3,1.64031399028865,1.6403139902886326,1.64031399028936,1.64031399028865,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625
3,3.0,1.0,1.0,11.625,37.734375,8.0,8.0,2.5626919959570234e-26,-5.758035046836032e-15,0.0,spp4,3.191926855947,3.1919268559469876,3.19192685594672,3.191926855947,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
4,3.0,1.0,1.0,11.625,37.734375,8.0,8.0,2.5626919959570234e-26,-5.758035046836032e-15,0.0,spp5,2.11251695319446,2.1125169531944534,2.11251695319211,2.11251695319446,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
5,3.0,1.0,1.0,11.625,37.734375,8.0,8.0,2.5626919959570234e-26,-5.758035046836032e-15,0.0,spp6,1.71339832594148,1.7133983259415024,1.71339832594324,1.71339832594148,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
6,3.0,1.0,1.0,11.625,37.734375,8.0,8.0,2.5626919959570234e-26,-5.758035046836032e-15,0.0,spp7,1.0475998863817,1.0475998863817135,1.04759988638165,1.0475998863817,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0
7,3.0,1.0,1.0,11.625,37.734375,8.0,8.0,2.5626919959570234e-26,-5.758035046836032e-15,0.0,spp8,0.088094924944732,0.0880949249447329,0.0880949249448877,0.088094924944732,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,4.0,1.0,1.0,8.6,34.239999999999995,10.0,1.0,0.6289502423382434,0.6289502423382416,2.2852360890801586,spp1,1.78821097626616,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333
1,4.0,1.0,1.0,8.6,34.239999999999995,10.0,1.0,0.6289502423382434,0.6289502423382416,2.2852360890801586,spp2,0.133336724422447,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
2,4.0,1.0,1.0,8.6,34.239999999999995,10.0,1.0,0.6289502423382434,0.6289502423382416,2.2852360890801586,spp3,0.771591466918315,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
